Benford,Fractal
-15.67672347735825,0.999275138337013
-15.2799620280813,0.995967020396977
-15.507436572247546,0.977337265972202
-15.256644016799955,0.972768928243963
-15.656512983792641,0.966986562788206
-15.339770271688167,0.942937353552811
-14.826130184173975,0.935469979653584
-15.745847664655397,0.920824265906819
-15.327699521625975,0.908872483020683
-15.145308507764936,0.894621265385815
-15.12324815002764,0.888682592422557
-14.0820970642885,0.877630292146913
-15.476701215990698,0.875806443956905
-13.225198481513189,0.85879595158469
-16.05907155816943,0.856067224630086
-15.072658584462243,0.841567225735885
-14.531702669324789,0.817355788336102
-12.146903004532845,0.765450640586304
-11.981968253954026,0.731926462161205
-12.281279433666983,0.729280332470553
-11.97814788381503,0.72727759462635
-12.345504289517569,0.726860209072167
-11.60637971256446,0.724092052549908
-11.93269128798112,0.720305740091438
-11.15244284284339,0.71846551101707
-11.569553549405033,0.715639747801663
-11.532420823140377,0.709342974285537
-11.249478377907945,0.708584298207155
-10.773960689467463,0.700917907130645
-10.359747719028778,0.689617305554935
-11.263623854924822,0.687553136105663
-11.806809970459112,0.658252718889839
-11.790051986540902,0.64548286810182
-9.454653604067806,0.64251498394922
-9.755114541895944,0.636827775066257
-10.06619695650952,0.63628297496836
-9.724754301320406,0.635426843153483
-11.49871485033847,0.624051056869965
-8.554376207401807,0.623960822769779
-8.123314631729574,0.620231211232629
-9.067005425226638,0.616736787210763
-9.96555408370734,0.614611526426265
-10.645972622129484,0.608017970616127
-9.506075598186243,0.606607691421859
-9.624504115824601,0.599358121889929
-11.55303644911332,0.593906254515065
-9.720989638909419,0.585789104453986
-10.915869962525752,0.581964846085058
-10.477059067272773,0.575608124946087
-10.36400725214953,0.571161411308912
-9.836306090736077,0.570862808756485
-5.695627069922068,0.542980417782696
-6.334110748705115,0.539422050848384
-8.51419740602692,0.533598513630066
-8.953090828409957,0.532957021306669
-9.844570675474555,0.530152105125412
-8.661501823125597,0.52760773569808
-6.384215183472295,0.526832778186898
-4.902458045118045,0.523650692525681
-5.379313063769669,0.518445354547615
-5.361409639081252,0.517678451966111
-4.7597964353188225,0.513235997093853
-7.838093074454062,0.512744247431705
-6.267953729964165,0.509497466640006
-4.406801504464918,0.508696321273888
-6.6865726117531885,0.508576579113633
-5.461110296135174,0.507196654218833
-6.258231986206715,0.500167884512068
-11.060909371521285,0.496766619539853
-4.059462212119242,0.495675586251171
-4.068199461933743,0.490767673440025
-3.235564399272853,0.489048856074694
-4.656666422501229,0.487589913696367
-9.661588658334242,0.486016558390008
-5.735814352334277,0.480916962343181
-8.894612305835857,0.47988352982942
-4.648496044668757,0.478529265518774
-4.536353685509271,0.477276547390835
-8.505293046141112,0.476985754332361
-5.5590506475506185,0.475789190161986
-9.135084200157124,0.473449861566654
-4.758598244361614,0.472859008338869
-4.021171876492852,0.469273239463769
-2.73219906546315,0.466444344515638
-3.4922151970565607,0.464082653979886
-5.661917937882886,0.463308468538591
-1.59239230046751,0.462473812599546
-3.9403634044335014,0.461206368332456
-4.984069137610702,0.461059630413247
-4.612745084258203,0.458946189902966
-8.35590445315858,0.457592078994878
-9.206743590108996,0.455235645596946
-7.770760348096089,0.455054897792809
-4.79399735832287,0.455026756961301
-1.6973339526118394,0.454495263156674
-6.943811807522725,0.453945083962308
-1.504620936700619,0.452776443660512
-3.557769306996985,0.451612460323109
-7.811124235920137,0.4493585399772
-7.627895689398694,0.447371644400061
-4.777822445149479,0.444504317745664
-3.2444339496568357,0.444345613659717
-3.3325170551230183,0.441849131155167
-3.0886714612946324,0.438314730200659
-1.6546460569600157,0.438279951928248
-2.3655994382268006,0.43817487640579
-3.8133697324376254,0.436948684608748
-4.233915481705609,0.436725454382885
-2.9508175807853108,0.435710635721686
-1.581772193116538,0.434524577691745
-1.5430412673453675,0.432096923949885
-2.7116005180557456,0.432080848747814
-1.5752698370683833,0.431470418452526
-1.9376713405452444,0.430527904764235
-2.1658524404784316,0.430393054615192
-1.5249922853589502,0.426924864810438
-1.5214000828402447,0.42530418872844
-3.492610683735315,0.424562533002519
-3.1930714483225553,0.42324045760913
-1.515524153585186,0.422916547875284
-5.7693333057326335,0.422397398166709
-1.740146584216208,0.421466017470553
-2.7886869209846163,0.41844023327846
-1.5122913203461639,0.417005878515425
-2.5024595571022847,0.415010450894897
-2.409080428719679,0.413099283126276
-1.549536274020845,0.412826760634302
-1.9731013833001512,0.411691535140133
-1.5111787001903607,0.411580601886385
-1.83744892993795,0.409530663183902
-2.3175661062472526,0.406251441294848
-2.2209961123593085,0.405662363505688
-1.7730005177869579,0.404044696548938
-2.0036346962565017,0.403045656027376
-2.178548934167158,0.402961724467813
-1.8052932170232814,0.402566279698848
-1.5156495837494346,0.401808589841299
-2.412301471731324,0.398878135801724
-1.6978498541983118,0.39761924481894
-1.724775568196685,0.397355512961203
-1.8244293622879049,0.396766318304753
-1.8834202305110237,0.395938234933363
-1.9075631235204047,0.39504632790842
-2.019127917476236,0.39397970764833
-1.711312486377155,0.390155819554697
-2.397733010363938,0.388785329106238
-1.735986162969795,0.388759349937029
-2.2892850305429864,0.387701827719735
-2.710837943610107,0.387219121949501
-1.7973707021505017,0.386347250344822
-2.6650141327453243,0.385431500947047
-1.501832335238902,0.384274705979693
-1.6086954670089222,0.383856854420693
-1.5016467867980798,0.383526316578691
-2.1442095532258127,0.38326590602202
-2.255688439911457,0.382970617237369
-1.5017424662990992,0.382252555358295
-2.046848495878112,0.381632012128855
-3.061413965736166,0.381364125166237
-3.6008292815143736,0.381140024259862
-2.4325160207686483,0.380575213472162
-2.336355789433634,0.380380371827189
-2.882435525115727,0.379671709099563
-1.6954264758875117,0.379375086790512
-4.205628865910099,0.378363220823894
-1.8414187531001613,0.377906268894042
-5.924502766833968,0.376122909177186
-2.821241861888896,0.372209802504472
-5.663783754994925,0.371656958973265
-6.968584656438734,0.371355052394346
-5.135049652704417,0.370989951692004
-3.0018918606980693,0.370700654337734
-7.505062196689874,0.369776449375037
-4.9320402337384115,0.368974855275911
-8.617751837594515,0.368897728997682
-5.334213389818565,0.368397336034736
-7.175256492004565,0.36831077694264
-7.000537891157214,0.367772490575168
-5.732111667483691,0.367606813088315
-7.047825835694938,0.367537210931915
-7.306657876525195,0.365492001279121
-7.772644316730389,0.364759752065867
-9.346190301641366,0.364244308706184
-5.644183511767544,0.363766872893752
-4.775633207976848,0.363546091265378
-9.968000663836696,0.362980403062638
-8.746465308609782,0.362145536339114
-8.227242196620203,0.361739248277759
-11.015306191191094,0.3612147909569
-6.056273529002648,0.360994800890323
-5.982742009068369,0.360505597040066
-5.483834430278168,0.360480801131617
-8.981387596106279,0.360192953915468
-5.001959125094055,0.359384906719979
-5.438626813453047,0.35918291618017
-12.062308963348432,0.358918879326695
-11.675762900841157,0.358869291702555
-6.343130601826569,0.358542234130192
-10.351187838155608,0.358253778162744
-11.30127211556576,0.35815841097528
-10.789240555147392,0.357885770729635
-10.56282881792413,0.357393499987016
-12.03318053100943,0.357052952546905
-11.459850857693432,0.356097897489953
-12.558446539010568,0.355700293717027
-11.394549705298385,0.355683357363512
-12.469981983500928,0.355301388008717
-11.7261280667034,0.354098254884386
-14.237194886430892,0.35380199284187
-12.355854348624288,0.353321397219999
-13.825246170740446,0.353251737717285
-10.23514066623816,0.353163161873776
